CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031400000000000TF0F;03/04/2024;8;0,67;R
ES0031400000000000TF0F;03/04/2024;9;0,672;R
ES0031400000000000TF0F;03/04/2024;10;0,993;R
ES0031400000000000TF0F;03/04/2024;11;0,872;R
ES0031400000000000TF0F;03/04/2024;12;0,751;R
ES0031400000000000TF0F;03/04/2024;13;0,814;R
ES0031400000000000TF0F;03/04/2024;14;0,742;R
ES0031400000000000TF0F;03/04/2024;15;0,49;R
ES0031400000000000TF0F;03/04/2024;16;0,548;R
ES0031400000000000TF0F;03/04/2024;17;0,419;R
ES0031400000000000TF0F;03/04/2024;18;0,83;R
ES0031400000000000TF0F;03/04/2024;19;0,826;R
ES0031400000000000TF0F;03/04/2024;20;0,845;R
ES0031400000000000TF0F;03/04/2024;21;0,723;R
ES0031400000000000TF0F;03/04/2024;22;0,776;R
ES0031400000000000TF0F;03/04/2024;23;0,274;R
ES0031400000000000TF0F;03/04/2024;24;0,388;R
ES0031400000000000TF0F;04/04/2024;1;0,378;R
ES0031400000000000TF0F;04/04/2024;2;0,259;R
ES0031400000000000TF0F;04/04/2024;3;0,232;R
ES0031400000000000TF0F;04/04/2024;4;0,291;R
ES0031400000000000TF0F;04/04/2024;5;0,485;R
ES0031400000000000TF0F;04/04/2024;6;0,3;R
ES0031400000000000TF0F;04/04/2024;7;0,386;R
ES0031400000000000TF0F;04/04/2024;8;0,641;R
ES0031400000000000TF0F;04/04/2024;9;0,499;R
ES0031400000000000TF0F;04/04/2024;10;0,8;R
ES0031400000000000TF0F;04/04/2024;11;0,945;R
ES0031400000000000TF0F;04/04/2024;12;0,958;R
ES0031400000000000TF0F;04/04/2024;13;0,992;R
ES0031400000000000TF0F;04/04/2024;14;0,741;R
ES0031400000000000TF0F;04/04/2024;15;0,496;R
ES0031400000000000TF0F;04/04/2024;16;0,684;R
ES0031400000000000TF0F;04/04/2024;17;0,46;R
ES0031400000000000TF0F;04/04/2024;18;0,794;R
ES0031400000000000TF0F;04/04/2024;19;0,989;R
ES0031400000000000TF0F;04/04/2024;20;0,991;R
ES0031400000000000TF0F;04/04/2024;21;0,787;R
ES0031400000000000TF0F;04/04/2024;22;0,908;R
ES0031400000000000TF0F;04/04/2024;23;0,347;R
ES0031400000000000TF0F;04/04/2024;24;0,373;R
ES0031400000000000TF0F;05/04/2024;1;0,273;R
ES0031400000000000TF0F;05/04/2024;2;0,313;R
ES0031400000000000TF0F;05/04/2024;3;0,445;R
ES0031400000000000TF0F;05/04/2024;4;0,318;R
ES0031400000000000TF0F;05/04/2024;5;0,234;R
ES0031400000000000TF0F;05/04/2024;6;0,369;R
ES0031400000000000TF0F;05/04/2024;7;0,378;R
ES0031400000000000TF0F;05/04/2024;8;0,564;R
ES0031400000000000TF0F;05/04/2024;9;0,605;R
ES0031400000000000TF0F;05/04/2024;10;0,865;R
ES0031400000000000TF0F;05/04/2024;11;0,986;R
ES0031400000000000TF0F;05/04/2024;12;0,838;R
ES0031400000000000TF0F;05/04/2024;13;0,913;R
ES0031400000000000TF0F;05/04/2024;14;0,832;R
ES0031400000000000TF0F;05/04/2024;15;0,487;R
ES0031400000000000TF0F;05/04/2024;16;0,608;R
ES0031400000000000TF0F;05/04/2024;17;0,646;R
ES0031400000000000TF0F;05/04/2024;18;0,939;R
ES0031400000000000TF0F;05/04/2024;19;0,823;R
ES0031400000000000TF0F;05/04/2024;20;0,85;R
ES0031400000000000TF0F;05/04/2024;21;0,89;R
ES0031400000000000TF0F;05/04/2024;22;0,773;R
ES0031400000000000TF0F;05/04/2024;23;0,398;R
ES0031400000000000TF0F;05/04/2024;24;0,415;R
ES0031400000000000TF0F;06/04/2024;1;0,437;R
ES0031400000000000TF0F;06/04/2024;2;0,222;R
ES0031400000000000TF0F;06/04/2024;3;0,497;R
ES0031400000000000TF0F;06/04/2024;4;0,344;R
ES0031400000000000TF0F;06/04/2024;5;0,32;R
ES0031400000000000TF0F;06/04/2024;6;0,352;R
ES0031400000000000TF0F;06/04/2024;7;0,476;R
ES0031400000000000TF0F;06/04/2024;8;0,408;R
ES0031400000000000TF0F;06/04/2024;9;0,363;R
ES0031400000000000TF0F;06/04/2024;10;0,737;R
ES0031400000000000TF0F;06/04/2024;11;0,608;R
ES0031400000000000TF0F;06/04/2024;12;0,769;R
ES0031400000000000TF0F;06/04/2024;13;0,661;R
ES0031400000000000TF0F;06/04/2024;14;0,691;R
ES0031400000000000TF0F;06/04/2024;15;0,225;R
ES0031400000000000TF0F;06/04/2024;16;0,431;R
ES0031400000000000TF0F;06/04/2024;17;0,397;R
ES0031400000000000TF0F;06/04/2024;18;0,607;R
ES0031400000000000TF0F;06/04/2024;19;0,694;R
ES0031400000000000TF0F;06/04/2024;20;0,513;R
ES0031400000000000TF0F;06/04/2024;21;0,795;R
ES0031400000000000TF0F;06/04/2024;22;0,703;R
ES0031400000000000TF0F;06/04/2024;23;0,32;R
ES0031400000000000TF0F;06/04/2024;24;0,426;R
ES0031400000000000TF0F;07/04/2024;1;0,49;R
ES0031400000000000TF0F;07/04/2024;2;0,329;R
ES0031400000000000TF0F;07/04/2024;3;0,203;R
ES0031400000000000TF0F;07/04/2024;4;0,278;R
ES0031400000000000TF0F;07/04/2024;5;0,353;R
ES0031400000000000TF0F;07/04/2024;6;0,356;R
ES0031400000000000TF0F;07/04/2024;7;0,374;R
ES0031400000000000TF0F;07/04/2024;8;0,373;R
ES0031400000000000TF0F;07/04/2024;9;0,334;R
ES0031400000000000TF0F;07/04/2024;10;0,617;R
ES0031400000000000TF0F;07/04/2024;11;0,732;R
ES0031400000000000TF0F;07/04/2024;12;0,677;R
ES0031400000000000TF0F;07/04/2024;13;0,65;R
ES0031400000000000TF0F;07/04/2024;14;0,603;R
ES0031400000000000TF0F;07/04/2024;15;0,207;R
ES0031400000000000TF0F;07/04/2024;16;0,231;R
ES0031400000000000TF0F;07/04/2024;17;0,325;R
ES0031400000000000TF0F;07/04/2024;18;0,789;R
ES0031400000000000TF0F;07/04/2024;19;0,535;R
ES0031400000000000TF0F;07/04/2024;20;0,782;R
ES0031400000000000TF0F;07/04/2024;21;0,543;R
ES0031400000000000TF0F;07/04/2024;22;0,594;R
ES0031400000000000TF0F;07/04/2024;23;0,337;R
ES0031400000000000TF0F;07/04/2024;24;0,262;R
ES0031400000000000TF0F;08/04/2024;1;0,345;R
ES0031400000000000TF0F;08/04/2024;2;0,343;R
ES0031400000000000TF0F;08/04/2024;3;0,331;R
ES0031400000000000TF0F;08/04/2024;4;0,409;R
ES0031400000000000TF0F;08/04/2024;5;0,296;R
ES0031400000000000TF0F;08/04/2024;6;0,29;R
ES0031400000000000TF0F;08/04/2024;7;0,443;R
ES0031400000000000TF0F;08/04/2024;8;0,435;R
ES0031400000000000TF0F;08/04/2024;9;0,655;R
ES0031400000000000TF0F;08/04/2024;10;0,894;R
ES0031400000000000TF0F;08/04/2024;11;0,903;R
ES0031400000000000TF0F;08/04/2024;12;0,749;R
ES0031400000000000TF0F;08/04/2024;13;0,995;R
ES0031400000000000TF0F;08/04/2024;14;0,773;R
ES0031400000000000TF0F;08/04/2024;15;0,452;R
ES0031400000000000TF0F;08/04/2024;16;0,448;R
ES0031400000000000TF0F;08/04/2024;17;0,568;R
ES0031400000000000TF0F;08/04/2024;18;0,988;R
ES0031400000000000TF0F;08/04/2024;19;0,77;R
ES0031400000000000TF0F;08/04/2024;20;0,822;R
ES0031400000000000TF0F;08/04/2024;21;0,755;R
ES0031400000000000TF0F;08/04/2024;22;0,892;R
ES0031400000000000TF0F;08/04/2024;23;0,33;R
ES0031400000000000TF0F;08/04/2024;24;0,209;R
ES0031400000000000TF0F;09/04/2024;1;0,384;R
ES0031400000000000TF0F;09/04/2024;2;0,259;R
ES0031400000000000TF0F;09/04/2024;3;0,378;R
ES0031400000000000TF0F;09/04/2024;4;0,317;R
ES0031400000000000TF0F;09/04/2024;5;0,411;R
ES0031400000000000TF0F;09/04/2024;6;0,262;R
ES0031400000000000TF0F;09/04/2024;7;0,426;R
ES0031400000000000TF0F;09/04/2024;8;0,643;R
ES0031400000000000TF0F;09/04/2024;9;0,419;R
ES0031400000000000TF0F;09/04/2024;10;0,731;R
ES0031400000000000TF0F;09/04/2024;11;0,962;R
ES0031400000000000TF0F;09/04/2024;12;0,756;R
ES0031400000000000TF0F;09/04/2024;13;0,798;R
ES0031400000000000TF0F;09/04/2024;14;0,837;R
ES0031400000000000TF0F;09/04/2024;15;0,479;R
ES0031400000000000TF0F;09/04/2024;16;0,659;R
ES0031400000000000TF0F;09/04/2024;17;0,558;R
ES0031400000000000TF0F;09/04/2024;18;0,892;R
ES0031400000000000TF0F;09/04/2024;19;0,879;R
ES0031400000000000TF0F;09/04/2024;20;0,883;R
ES0031400000000000TF0F;09/04/2024;21;0,876;R
ES0031400000000000TF0F;09/04/2024;22;0,804;R
ES0031400000000000TF0F;09/04/2024;23;0,454;R
ES0031400000000000TF0F;09/04/2024;24;0,385;R
ES0031400000000000TF0F;10/04/2024;1;0,444;R
ES0031400000000000TF0F;10/04/2024;2;0,412;R
ES0031400000000000TF0F;10/04/2024;3;0,289;R
ES0031400000000000TF0F;10/04/2024;4;0,384;R
ES0031400000000000TF0F;10/04/2024;5;0,225;R
ES0031400000000000TF0F;10/04/2024;6;0,24;R
ES0031400000000000TF0F;10/04/2024;7;0,235;R
ES0031400000000000TF0F;10/04/2024;8;0,492;R
ES0031400000000000TF0F;10/04/2024;9;0,455;R
ES0031400000000000TF0F;10/04/2024;10;0,908;R
ES0031400000000000TF0F;10/04/2024;11;0,853;R
ES0031400000000000TF0F;10/04/2024;12;0,825;R
ES0031400000000000TF0F;10/04/2024;13;0,741;R
ES0031400000000000TF0F;10/04/2024;14;0,815;R
ES0031400000000000TF0F;10/04/2024;15;0,456;R
ES0031400000000000TF0F;10/04/2024;16;0,591;R
ES0031400000000000TF0F;10/04/2024;17;0,608;R
ES0031400000000000TF0F;10/04/2024;18;0,894;R
ES0031400000000000TF0F;10/04/2024;19;1,0;R
ES0031400000000000TF0F;10/04/2024;20;0,866;R
ES0031400000000000TF0F;10/04/2024;21;0,847;R
ES0031400000000000TF0F;10/04/2024;22;0,742;R
ES0031400000000000TF0F;10/04/2024;23;0,294;R
ES0031400000000000TF0F;10/04/2024;24;0,335;R
ES0031400000000000TF0F;11/04/2024;1;0,216;R
ES0031400000000000TF0F;11/04/2024;2;0,308;R
ES0031400000000000TF0F;11/04/2024;3;0,203;R
ES0031400000000000TF0F;11/04/2024;4;0,241;R
ES0031400000000000TF0F;11/04/2024;5;0,445;R
ES0031400000000000TF0F;11/04/2024;6;0,489;R
ES0031400000000000TF0F;11/04/2024;7;0,352;R
ES0031400000000000TF0F;11/04/2024;8;0,548;R
ES0031400000000000TF0F;11/04/2024;9;0,605;R
ES0031400000000000TF0F;11/04/2024;10;0,825;R
ES0031400000000000TF0F;11/04/2024;11;0,952;R
ES0031400000000000TF0F;11/04/2024;12;0,847;R
ES0031400000000000TF0F;11/04/2024;13;0,725;R
ES0031400000000000TF0F;11/04/2024;14;0,709;R
ES0031400000000000TF0F;11/04/2024;15;0,628;R
ES0031400000000000TF0F;11/04/2024;16;0,488;R
ES0031400000000000TF0F;11/04/2024;17;0,482;R
ES0031400000000000TF0F;11/04/2024;18;0,861;R
ES0031400000000000TF0F;11/04/2024;19;0,75;R
ES0031400000000000TF0F;11/04/2024;20;0,837;R
ES0031400000000000TF0F;11/04/2024;21;0,923;R
ES0031400000000000TF0F;11/04/2024;22;0,93;R
ES0031400000000000TF0F;11/04/2024;23;0,365;R
ES0031400000000000TF0F;11/04/2024;24;0,234;R
ES0031400000000000TF0F;12/04/2024;1;0,234;R
ES0031400000000000TF0F;12/04/2024;2;0,433;R
ES0031400000000000TF0F;12/04/2024;3;0,447;R
ES0031400000000000TF0F;12/04/2024;4;0,31;R
ES0031400000000000TF0F;12/04/2024;5;0,447;R
ES0031400000000000TF0F;12/04/2024;6;0,212;R
ES0031400000000000TF0F;12/04/2024;7;0,416;R
ES0031400000000000TF0F;12/04/2024;8;0,564;R
ES0031400000000000TF0F;12/04/2024;9;0,697;R
ES0031400000000000TF0F;12/04/2024;10;0,731;R
ES0031400000000000TF0F;12/04/2024;11;0,949;R
ES0031400000000000TF0F;12/04/2024;12;0,925;R
ES0031400000000000TF0F;12/04/2024;13;0,789;R
ES0031400000000000TF0F;12/04/2024;14;1,0;R
ES0031400000000000TF0F;12/04/2024;15;0,535;R
ES0031400000000000TF0F;12/04/2024;16;0,505;R
ES0031400000000000TF0F;12/04/2024;17;0,645;R
ES0031400000000000TF0F;12/04/2024;18;0,832;R
ES0031400000000000TF0F;12/04/2024;19;0,998;R
ES0031400000000000TF0F;12/04/2024;20;0,933;R
ES0031400000000000TF0F;12/04/2024;21;0,771;R
ES0031400000000000TF0F;12/04/2024;22;0,943;R
ES0031400000000000TF0F;12/04/2024;23;0,376;R
ES0031400000000000TF0F;12/04/2024;24;0,305;R
ES0031400000000000TF0F;13/04/2024;1;0,413;R
ES0031400000000000TF0F;13/04/2024;2;0,39;R
ES0031400000000000TF0F;13/04/2024;3;0,25;R
ES0031400000000000TF0F;13/04/2024;4;0,242;R
ES0031400000000000TF0F;13/04/2024;5;0,262;R
ES0031400000000000TF0F;13/04/2024;6;0,262;R
ES0031400000000000TF0F;13/04/2024;7;0,218;R
ES0031400000000000TF0F;13/04/2024;8;0,305;R
ES0031400000000000TF0F;13/04/2024;9;0,284;R
ES0031400000000000TF0F;13/04/2024;10;0,662;R
ES0031400000000000TF0F;13/04/2024;11;0,597;R
ES0031400000000000TF0F;13/04/2024;12;0,711;R
ES0031400000000000TF0F;13/04/2024;13;0,587;R
ES0031400000000000TF0F;13/04/2024;14;0,58;R
ES0031400000000000TF0F;13/04/2024;15;0,457;R
ES0031400000000000TF0F;13/04/2024;16;0,496;R
ES0031400000000000TF0F;13/04/2024;17;0,404;R
ES0031400000000000TF0F;13/04/2024;18;0,529;R
ES0031400000000000TF0F;13/04/2024;19;0,789;R
ES0031400000000000TF0F;13/04/2024;20;0,736;R
ES0031400000000000TF0F;13/04/2024;21;0,776;R
ES0031400000000000TF0F;13/04/2024;22;0,798;R
ES0031400000000000TF0F;13/04/2024;23;0,46;R
ES0031400000000000TF0F;13/04/2024;24;0,238;R
ES0031400000000000TF0F;14/04/2024;1;0,46;R
ES0031400000000000TF0F;14/04/2024;2;0,275;R
ES0031400000000000TF0F;14/04/2024;3;0,413;R
ES0031400000000000TF0F;14/04/2024;4;0,449;R
ES0031400000000000TF0F;14/04/2024;5;0,428;R
ES0031400000000000TF0F;14/04/2024;6;0,403;R
ES0031400000000000TF0F;14/04/2024;7;0,347;R
ES0031400000000000TF0F;14/04/2024;8;0,373;R
ES0031400000000000TF0F;14/04/2024;9;0,281;R
ES0031400000000000TF0F;14/04/2024;10;0,624;R
ES0031400000000000TF0F;14/04/2024;11;0,636;R
ES0031400000000000TF0F;14/04/2024;12;0,69;R
ES0031400000000000TF0F;14/04/2024;13;0,764;R
ES0031400000000000TF0F;14/04/2024;14;0,528;R
ES0031400000000000TF0F;14/04/2024;15;0,355;R
ES0031400000000000TF0F;14/04/2024;16;0,283;R
ES0031400000000000TF0F;14/04/2024;17;0,481;R
ES0031400000000000TF0F;14/04/2024;18;0,611;R
ES0031400000000000TF0F;14/04/2024;19;0,785;R
ES0031400000000000TF0F;14/04/2024;20;0,598;R
ES0031400000000000TF0F;14/04/2024;21;0,501;R
ES0031400000000000TF0F;14/04/2024;22;0,732;R
ES0031400000000000TF0F;14/04/2024;23;0,42;R
ES0031400000000000TF0F;14/04/2024;24;0,419;R
ES0031400000000000TF0F;15/04/2024;1;0,338;R
ES0031400000000000TF0F;15/04/2024;2;0,399;R
ES0031400000000000TF0F;15/04/2024;3;0,307;R
ES0031400000000000TF0F;15/04/2024;4;0,219;R
ES0031400000000000TF0F;15/04/2024;5;0,36;R
ES0031400000000000TF0F;15/04/2024;6;0,265;R
ES0031400000000000TF0F;15/04/2024;7;0,329;R
ES0031400000000000TF0F;15/04/2024;8;0,464;R
ES0031400000000000TF0F;15/04/2024;9;0,481;R
ES0031400000000000TF0F;15/04/2024;10;0,949;R
ES0031400000000000TF0F;15/04/2024;11;0,801;R
ES0031400000000000TF0F;15/04/2024;12;0,873;R
ES0031400000000000TF0F;15/04/2024;13;0,87;R
ES0031400000000000TF0F;15/04/2024;14;0,846;R
ES0031400000000000TF0F;15/04/2024;15;0,503;R
ES0031400000000000TF0F;15/04/2024;16;0,605;R
ES0031400000000000TF0F;15/04/2024;17;0,415;R
ES0031400000000000TF0F;15/04/2024;18;0,73;R
ES0031400000000000TF0F;15/04/2024;19;0,935;R
ES0031400000000000TF0F;15/04/2024;20;0,838;R
ES0031400000000000TF0F;15/04/2024;21;0,737;R
ES0031400000000000TF0F;15/04/2024;22;0,957;R
ES0031400000000000TF0F;15/04/2024;23;0,332;R
ES0031400000000000TF0F;15/04/2024;24;0,2;R
ES0031400000000000TF0F;16/04/2024;1;0,487;R
ES0031400000000000TF0F;16/04/2024;2;0,261;R
ES0031400000000000TF0F;16/04/2024;3;0,407;R
ES0031400000000000TF0F;16/04/2024;4;0,24;R
ES0031400000000000TF0F;16/04/2024;5;0,395;R
ES0031400000000000TF0F;16/04/2024;6;0,248;R
ES0031400000000000TF0F;16/04/2024;7;0,48;R
ES0031400000000000TF0F;16/04/2024;8;0,482;R
ES0031400000000000TF0F;16/04/2024;9;0,596;R
ES0031400000000000TF0F;16/04/2024;10;0,775;R
ES0031400000000000TF0F;16/04/2024;11;0,812;R
ES0031400000000000TF0F;16/04/2024;12;0,971;R
ES0031400000000000TF0F;16/04/2024;13;0,75;R
ES0031400000000000TF0F;16/04/2024;14;0,819;R
ES0031400000000000TF0F;16/04/2024;15;0,492;R
ES0031400000000000TF0F;16/04/2024;16;0,61;R
ES0031400000000000TF0F;16/04/2024;17;0,47;R
ES0031400000000000TF0F;16/04/2024;18;0,897;R
ES0031400000000000TF0F;16/04/2024;19;0,911;R
ES0031400000000000TF0F;16/04/2024;20;0,7;R
ES0031400000000000TF0F;16/04/2024;21;0,843;R
ES0031400000000000TF0F;16/04/2024;22;0,74;R
ES0031400000000000TF0F;16/04/2024;23;0,268;R
ES0031400000000000TF0F;16/04/2024;24;0,404;R
ES0031400000000000TF0F;17/04/2024;1;0,203;R
ES0031400000000000TF0F;17/04/2024;2;0,409;R
ES0031400000000000TF0F;17/04/2024;3;0,445;R
ES0031400000000000TF0F;17/04/2024;4;0,496;R
ES0031400000000000TF0F;17/04/2024;5;0,327;R
ES0031400000000000TF0F;17/04/2024;6;0,24;R
ES0031400000000000TF0F;17/04/2024;7;0,221;R
ES0031400000000000TF0F;17/04/2024;8;0,515;R
ES0031400000000000TF0F;17/04/2024;9;0,619;R
ES0031400000000000TF0F;17/04/2024;10;0,731;R
ES0031400000000000TF0F;17/04/2024;11;0,794;R
ES0031400000000000TF0F;17/04/2024;12;0,964;R
ES0031400000000000TF0F;17/04/2024;13;0,741;R
ES0031400000000000TF0F;17/04/2024;14;0,932;R
ES0031400000000000TF0F;17/04/2024;15;0,626;R
ES0031400000000000TF0F;17/04/2024;16;0,44;R
ES0031400000000000TF0F;17/04/2024;17;0,698;R
ES0031400000000000TF0F;17/04/2024;18;0,743;R
ES0031400000000000TF0F;17/04/2024;19;0,859;R
ES0031400000000000TF0F;17/04/2024;20;0,703;R
ES0031400000000000TF0F;17/04/2024;21;0,895;R
ES0031400000000000TF0F;17/04/2024;22;0,832;R
ES0031400000000000TF0F;17/04/2024;23;0,417;R
ES0031400000000000TF0F;17/04/2024;24;0,388;R
ES0031400000000000TF0F;18/04/2024;1;0,245;R
ES0031400000000000TF0F;18/04/2024;2;0,324;R
ES0031400000000000TF0F;18/04/2024;3;0,406;R
ES0031400000000000TF0F;18/04/2024;4;0,458;R
ES0031400000000000TF0F;18/04/2024;5;0,226;R
ES0031400000000000TF0F;18/04/2024;6;0,23;R
ES0031400000000000TF0F;18/04/2024;7;0,426;R
ES0031400000000000TF0F;18/04/2024;8;0,577;R
ES0031400000000000TF0F;18/04/2024;9;0,515;R
ES0031400000000000TF0F;18/04/2024;10;0,989;R
ES0031400000000000TF0F;18/04/2024;11;0,794;R
ES0031400000000000TF0F;18/04/2024;12;0,742;R
ES0031400000000000TF0F;18/04/2024;13;0,783;R
ES0031400000000000TF0F;18/04/2024;14;0,725;R
ES0031400000000000TF0F;18/04/2024;15;0,566;R
ES0031400000000000TF0F;18/04/2024;16;0,58;R
ES0031400000000000TF0F;18/04/2024;17;0,582;R
ES0031400000000000TF0F;18/04/2024;18;0,934;R
ES0031400000000000TF0F;18/04/2024;19;0,907;R
ES0031400000000000TF0F;18/04/2024;20;0,954;R
ES0031400000000000TF0F;18/04/2024;21;0,898;R
ES0031400000000000TF0F;18/04/2024;22;0,79;R
ES0031400000000000TF0F;18/04/2024;23;0,355;R
ES0031400000000000TF0F;18/04/2024;24;0,353;R
ES0031400000000000TF0F;19/04/2024;1;0,424;R
ES0031400000000000TF0F;19/04/2024;2;0,289;R
ES0031400000000000TF0F;19/04/2024;3;0,216;R
ES0031400000000000TF0F;19/04/2024;4;0,469;R
ES0031400000000000TF0F;19/04/2024;5;0,486;R
ES0031400000000000TF0F;19/04/2024;6;0,348;R
ES0031400000000000TF0F;19/04/2024;7;0,234;R
ES0031400000000000TF0F;19/04/2024;8;0,55;R
ES0031400000000000TF0F;19/04/2024;9;0,578;R
ES0031400000000000TF0F;19/04/2024;10;0,858;R
ES0031400000000000TF0F;19/04/2024;11;0,993;R
ES0031400000000000TF0F;19/04/2024;12;0,996;R
ES0031400000000000TF0F;19/04/2024;13;0,98;R
ES0031400000000000TF0F;19/04/2024;14;0,74;R
ES0031400000000000TF0F;19/04/2024;15;0,658;R
ES0031400000000000TF0F;19/04/2024;16;0,571;R
ES0031400000000000TF0F;19/04/2024;17;0,51;R
ES0031400000000000TF0F;19/04/2024;18;0,905;R
ES0031400000000000TF0F;19/04/2024;19;0,929;R
ES0031400000000000TF0F;19/04/2024;20;0,986;R
ES0031400000000000TF0F;19/04/2024;21;0,931;R
ES0031400000000000TF0F;19/04/2024;22;0,705;R
ES0031400000000000TF0F;19/04/2024;23;0,22;R
ES0031400000000000TF0F;19/04/2024;24;0,279;R
ES0031400000000000TF0F;20/04/2024;1;0,212;R
ES0031400000000000TF0F;20/04/2024;2;0,218;R
ES0031400000000000TF0F;20/04/2024;3;0,437;R
ES0031400000000000TF0F;20/04/2024;4;0,352;R
ES0031400000000000TF0F;20/04/2024;5;0,389;R
ES0031400000000000TF0F;20/04/2024;6;0,35;R
ES0031400000000000TF0F;20/04/2024;7;0,325;R
ES0031400000000000TF0F;20/04/2024;8;0,411;R
ES0031400000000000TF0F;20/04/2024;9;0,225;R
ES0031400000000000TF0F;20/04/2024;10;0,661;R
ES0031400000000000TF0F;20/04/2024;11;0,685;R
ES0031400000000000TF0F;20/04/2024;12;0,583;R
ES0031400000000000TF0F;20/04/2024;13;0,593;R
ES0031400000000000TF0F;20/04/2024;14;0,653;R
ES0031400000000000TF0F;20/04/2024;15;0,261;R
ES0031400000000000TF0F;20/04/2024;16;0,442;R
ES0031400000000000TF0F;20/04/2024;17;0,361;R
ES0031400000000000TF0F;20/04/2024;18;0,617;R
ES0031400000000000TF0F;20/04/2024;19;0,69;R
ES0031400000000000TF0F;20/04/2024;20;0,75;R
ES0031400000000000TF0F;20/04/2024;21;0,704;R
ES0031400000000000TF0F;20/04/2024;22;0,52;R
ES0031400000000000TF0F;20/04/2024;23;0,41;R
ES0031400000000000TF0F;20/04/2024;24;0,419;R
ES0031400000000000TF0F;21/04/2024;1;0,454;R
ES0031400000000000TF0F;21/04/2024;2;0,217;R
ES0031400000000000TF0F;21/04/2024;3;0,226;R
ES0031400000000000TF0F;21/04/2024;4;0,33;R
ES0031400000000000TF0F;21/04/2024;5;0,336;R
ES0031400000000000TF0F;21/04/2024;6;0,383;R
ES0031400000000000TF0F;21/04/2024;7;0,293;R
ES0031400000000000TF0F;21/04/2024;8;0,423;R
ES0031400000000000TF0F;21/04/2024;9;0,422;R
ES0031400000000000TF0F;21/04/2024;10;0,536;R
ES0031400000000000TF0F;21/04/2024;11;0,712;R
ES0031400000000000TF0F;21/04/2024;12;0,71;R
ES0031400000000000TF0F;21/04/2024;13;0,549;R
ES0031400000000000TF0F;21/04/2024;14;0,786;R
ES0031400000000000TF0F;21/04/2024;15;0,357;R
ES0031400000000000TF0F;21/04/2024;16;0,435;R
ES0031400000000000TF0F;21/04/2024;17;0,416;R
ES0031400000000000TF0F;21/04/2024;18;0,55;R
ES0031400000000000TF0F;21/04/2024;19;0,538;R
ES0031400000000000TF0F;21/04/2024;20;0,734;R
ES0031400000000000TF0F;21/04/2024;21;0,581;R
ES0031400000000000TF0F;21/04/2024;22;0,766;R
ES0031400000000000TF0F;21/04/2024;23;0,431;R
ES0031400000000000TF0F;21/04/2024;24;0,209;R
ES0031400000000000TF0F;22/04/2024;1;0,442;R
ES0031400000000000TF0F;22/04/2024;2;0,282;R
ES0031400000000000TF0F;22/04/2024;3;0,219;R
ES0031400000000000TF0F;22/04/2024;4;0,414;R
ES0031400000000000TF0F;22/04/2024;5;0,373;R
ES0031400000000000TF0F;22/04/2024;6;0,223;R
ES0031400000000000TF0F;22/04/2024;7;0,337;R
ES0031400000000000TF0F;22/04/2024;8;0,508;R
ES0031400000000000TF0F;22/04/2024;9;0,55;R
ES0031400000000000TF0F;22/04/2024;10;0,87;R
ES0031400000000000TF0F;22/04/2024;11;0,81;R
ES0031400000000000TF0F;22/04/2024;12;0,777;R
ES0031400000000000TF0F;22/04/2024;13;0,731;R
ES0031400000000000TF0F;22/04/2024;14;0,872;R
ES0031400000000000TF0F;22/04/2024;15;0,617;R
ES0031400000000000TF0F;22/04/2024;16;0,469;R
ES0031400000000000TF0F;22/04/2024;17;0,553;R
ES0031400000000000TF0F;22/04/2024;18;0,713;R
ES0031400000000000TF0F;22/04/2024;19;0,959;R
ES0031400000000000TF0F;22/04/2024;20;0,773;R
ES0031400000000000TF0F;22/04/2024;21;0,842;R
ES0031400000000000TF0F;22/04/2024;22;0,815;R
ES0031400000000000TF0F;22/04/2024;23;0,245;R
ES0031400000000000TF0F;22/04/2024;24;0,479;R
ES0031400000000000TF0F;23/04/2024;1;0,457;R
ES0031400000000000TF0F;23/04/2024;2;0,366;R
ES0031400000000000TF0F;23/04/2024;3;0,474;R
ES0031400000000000TF0F;23/04/2024;4;0,422;R
ES0031400000000000TF0F;23/04/2024;5;0,326;R
ES0031400000000000TF0F;23/04/2024;6;0,297;R
ES0031400000000000TF0F;23/04/2024;7;0,325;R
ES0031400000000000TF0F;23/04/2024;8;0,616;R
ES0031400000000000TF0F;23/04/2024;9;0,481;R
ES0031400000000000TF0F;23/04/2024;10;0,723;R
ES0031400000000000TF0F;23/04/2024;11;0,812;R
ES0031400000000000TF0F;23/04/2024;12;0,851;R
ES0031400000000000TF0F;23/04/2024;13;0,971;R
ES0031400000000000TF0F;23/04/2024;14;0,754;R
ES0031400000000000TF0F;23/04/2024;15;0,641;R
ES0031400000000000TF0F;23/04/2024;16;0,694;R
ES0031400000000000TF0F;23/04/2024;17;0,686;R
ES0031400000000000TF0F;23/04/2024;18;0,721;R
ES0031400000000000TF0F;23/04/2024;19;0,84;R
ES0031400000000000TF0F;23/04/2024;20;0,785;R
ES0031400000000000TF0F;23/04/2024;21;0,953;R
ES0031400000000000TF0F;23/04/2024;22;0,798;R
ES0031400000000000TF0F;23/04/2024;23;0,366;R
ES0031400000000000TF0F;23/04/2024;24;0,202;R
ES0031400000000000TF0F;24/04/2024;1;0,26;R
